Column,Value
VillageName,CHA KWO LING TSUEN
VillageName,MA SAN TSUEN
VillageName,ZERO CARBON BUILDING
VillageName,CHUEN YUEN ROAD WEST
VillageName,MA WAN TSUEN
VillageName,MA PUI TSUEN
VillageName,CHUEN YUEN ROAD EAST
VillageName,LEI YUE MUN HOI PONG ROAD CENTRAL
VillageName,ON LI SAI TSUEN
VillageName,LEI YUE MUN HOI PONG ROAD EAST
VillageName,CHA KWO LING
VillageName,HOI PONG ROAD
VillageName,HOI PONG ROAD CENTRAL
VillageName,PO SHEUNG TSUEN LANE NO.5
VillageName,LING SHAN TSUEN
VillageName,FAN LENG LAU
VillageName,FANLING WAI
VillageName,TSZ TONG TSUEN
VillageName,HA SHAN KAI WAT
VillageName,TAI YUEN TSUEN LANE NO.7
VillageName,KAM TSIN 4TH LANE
VillageName,KAM TSIN 9TH LANE
VillageName,SZE TAU LENG
VillageName,TONG HANG
VillageName,KONG HA
VillageName,TSOI YUEN KOK
VillageName,HA TAM SHUI HANG
VillageName,MAN UK PIN
VillageName,HANG TAU
VillageName,WAI LOI TSUEN LANE 9
VillageName,NGA YIU TAU
VillageName,MA LIU SHUI SAN TSUEN
VillageName,HEUNG YUEN WAI
VillageName,LO WU
VillageName,SAN UK LING 2ND LANE
VillageName,SAN WAI
VillageName,SHA LING
VillageName,MA MEI HA LENG TSUI
VillageName,KAT O FISHERMAN VILLAGE
VillageName,SHUNG HIM TONG
VillageName,WAI LOI TSUEN LANE 1
VillageName,KAM TSIN 2ND LANE
VillageName,MUN HAU TSUEN LANE NO.10
VillageName,KO PO
VillageName,CHOW TIN TSUEN
VillageName,LAI CHI WO
VillageName,TAI PO TIN
VillageName,KWAN TEI
VillageName,HA WO HANG
VillageName,LIN MA HANG
VillageName,MUK MIN TAU
VillageName,KWAN TEI NORTH
VillageName,FU TEI PAI
VillageName,SING PING VILLAGE
VillageName,PING CHE
VillageName,SAN UK LING 3RD LANE
VillageName,SAN UK LING 4TH LANE
VillageName,PO SHEUNG TSUEN LANE NO.8
VillageName,TAI YUEN TSUEN LANE NO.1
VillageName,WU TIP SHAN VILLAGE
VillageName,WA MEI SHAN
VillageName,WAI LOI TSUEN LANE 10
VillageName,PO SHEUNG TSUEN LANE NO.10
VillageName,MUN HAU TSUEN LANE NO.12
VillageName,MUN HAU TSUEN LANE NO.4
VillageName,MA TSO LUNG SAN TSUEN
VillageName,PO SHEUNG TSUEN LANE NO.9
VillageName,WAI LOI TSUEN LANE 12
VillageName,WU KAU TANG SECTION III
VillageName,PING YEUNG
VillageName,KAN TAU WAI
VillageName,SHEUNG WO HANG
VillageName,KAN TAU TSUEN
VillageName,NG UK TSUEN
VillageName,HING YAN TSUEN LANE NO.1
VillageName,SHAN TSUI
VillageName,KAM TSIN 3RD LANE
VillageName,KAM TSIN 7TH LANE
VillageName,SAN UK TSAI
VillageName,SIU HANG SAN TSUEN
VillageName,TONG TO
VillageName,MA TSEUK LENG
VillageName,TSUNG YUEN HA
VillageName,TAI TONG WU
VillageName,WO HING TSUEN
VillageName,TAK YUET LAU
VillageName,LIU POK 1ST LANE
VillageName,MUN HAU TSUEN LANE NO.5
VillageName,LENG PEI TSUEN
VillageName,MA WAT TSUEN
VillageName,SHEK KIU TAU
VillageName,WAI LOI TSUEN LANE 11
VillageName,PAK TIN NEW VILLAGE
VillageName,PO SHEUNG TSUEN LANE NO.20
VillageName,TSIU KENG PANG UK
VillageName,MUN HAU TSUEN LANE NO.1
VillageName,TAI YUEN TSUEN LANE NO.4
VillageName,TAN CHUK HANG LO WAI
VillageName,SAN UK TSUEN
VillageName,PO SHEUNG TSUEN LANE NO.7
VillageName,AU HA
VillageName,TAN CHUK HANG
VillageName,MUK WU CHUEN YIU
VillageName,TONG TO PING TSUEN
VillageName,HUNG KIU SAN TSUEN
VillageName,TA KWU LING VILLAGE
VillageName,KAM TSIN 11TH LANE
VillageName,PO SHEUNG TSUEN LANE NO.12
VillageName,KAN LUNG TSUEN
VillageName,LENG TSAI
VillageName,KAI FONG GARDEN
VillageName,MUN HAU TSUEN LANE NO.7
VillageName,MA SHI PO
VillageName,TAI YUEN TSUEN LANE NO.5
VillageName,PO SHEUNG TSUEN LANE NO.14
VillageName,KAM TSIN
VillageName,TONG FONG
VillageName,WAI LOI TSUEN LANE 8
VillageName,TAI YUEN TSUEN LANE NO.8
VillageName,TAI YUEN TSUEN LANE NO.2
VillageName,YING PUN
VillageName,SHEUNG PAK TSUEN LANE NO.1
VillageName,KAM TSIN 10TH LANE
VillageName,KAM TSIN 8TH LANE
VillageName,KAM TSIN 5TH LANE
VillageName,WAI LOI TSUEN LANE 6
VillageName,FUNG WONG WU
VillageName,SO KWUN PO
VillageName,SIU HANG TSUEN
VillageName,PO SHEUNG TSUEN LANE NO.2
VillageName,LIU POK 5TH LANE
VillageName,LIU POK 3RD LANE
VillageName,CHUNG SUM TSUEN LANE NO.1
VillageName,PO SHEUNG TSUEN LANE NO.6
VillageName,PO SHEUNG TSUEN LANE NO.11
VillageName,MUN HAU TSUEN LANE NO.6
VillageName,KUK PO LO WAI
VillageName,LAP WO TSUEN
VillageName,WU SHEK KOK
VillageName,WO HOP SHEK VILLAGE
VillageName,TSIU HANG
VillageName,LUK KENG WONG UK
VillageName,WING NING WAI
VillageName,MA MEI HA
VillageName,TAI YUEN TSUEN LANE NO. 9
VillageName,CHUNG SUM TSUEN LANE NO.4
VillageName,SAN TONG PO
VillageName,MUN HAU TSUEN LANE NO.9
VillageName,CHUNG SUM TSUEN LANE NO.6
VillageName,CHEUNG LEK
VillageName,MUN HAU TSUEN LANE NO.2
VillageName,AP CHAU
VillageName,HOK TAU WAI
VillageName,LOI TUNG THIRD LANE
VillageName,TONG KUNG LENG
VillageName,SHEUNG SHUI WA SHAN NORTH SECTION
VillageName,SHEUNG SHAN KAI WAT
VillageName,PO SHEUNG TSUEN LANE NO.31
VillageName,MA WAT WAI
VillageName,WU KAU TANG SECTION I
VillageName,YIN KONG FIRST LANE
VillageName,SHEUNG SHUI WA SHAN MIDDLE SECTION
VillageName,SHEUNG SHUI WA SHAN SOUTH SECTION
VillageName,PO SHEUNG TSUEN LANE NO.19
VillageName,PO SHEUNG TSUEN LANE NO.25
VillageName,FUNG HANG
VillageName,CHUNG SUM TSUEN LANE NO.3
VillageName,PO SHEUNG TSUEN LANE NO.21
VillageName,ASCOT PARK
VillageName,YI TO
VillageName,PO SHEUNG TSUEN LANE NO.15
VillageName,MUN HAU TSUEN LANE NO.11
VillageName,SAN UK LING 1ST LANE
VillageName,PING KONG
VillageName,LUK KENG CHAN UK
VillageName,WO HANG TAI LONG
VillageName,MUK WU
VillageName,LOI TUNG SECOND LANE
VillageName,PEI TAU LING KOK
VillageName,WAI LOI TSUEN LANE 5
VillageName,TAI YUEN TSUEN LANE NO.6
VillageName,KAI KUK SHUE HA
VillageName,PO SHEUNG TSUEN LANE NO.29
VillageName,SHEUNG PAK TSUEN LANE NO.2
VillageName,WAI LOI TSUEN LANE 2
VillageName,SHEUNG PAK TSUEN LANE NO. 4
VillageName,SHEUNG PAK TSUEN LANE NO.3
VillageName,WAI LOI TSUEN LANE 3
VillageName,WO KENG SHAN
VillageName,YIN KONG SECOND LANE
VillageName,NAM CHUNG YEUNG UK
VillageName,HA PAK TSUEN LANE NO.1
VillageName,NAM CHUNG CHENG UK
VillageName,MA TSEUK LENG SAN UK HA
VillageName,PO SHEUNG TSUEN LANE NO.1
VillageName,WING NING TSUEN
VillageName,HA PAK TSUEN LANE NO.3
VillageName,NAM CHUNG LEI UK
VillageName,LIU POK 10TH LANE
VillageName,NGAM PIN
VillageName,TUNG KOK WAI
VillageName,LEI UK
VillageName,LO WAI
VillageName,SHEUNG SHUI WA SHAN
VillageName,POK TAU HA
VillageName,MUK WU NGA YIU
VillageName,WAI LOI TSUEN LANE 4
VillageName,LIU POK 2ND LANE
VillageName,HA HEUNG YUEN
VillageName,WAI LOI TSUEN LANE 7
VillageName,LIU POK 4TH LANE
VillageName,YIN KONG
VillageName,KO PO NORTH
VillageName,HING YAN TSUEN LANE NO.4
VillageName,TAI TAU LENG 4TH LANE
VillageName,TAI TAU LENG 6TH LANE
VillageName,MUN HAU TSUEN LANE NO.3
VillageName,KAM TSIN 1ST LANE
VillageName,TAI YUEN TSUEN LANE NO.3
VillageName,LIN TONG MEI
VillageName,YIN KONG FOURTH LANE
VillageName,NAM CHUNG LO UK
VillageName,TSIU KENG SAN WAI
VillageName,WU NGA LOK YEUNG
VillageName,KAI LENG
VillageName,TAI WAN
VillageName,CHAN UK PO
VillageName,KAM TSIN 6TH LANE
VillageName,KAU TAM TSO
VillageName,NG TO
VillageName,TAI TAU LENG 3RD LANE
VillageName,TUNG SHAN HA
VillageName,HUNG LENG
VillageName,NGA YIU HA
VillageName,CHUNG SUM TSUEN LANE NO.7
VillageName,TSIU KENG LO WAI
VillageName,SHEK CHUNG AU
VillageName,TAI TAU LENG 2ND LANE
VillageName,ST. ANDREWS PLACE
VillageName,TAI TAU LENG
VillageName,YIM TSO HA
VillageName,LOI TUNG
VillageName,KUK PO SAN UK HA
VillageName,MA TSO LUNG SHUN YEE SAN TSUEN BLOC
VillageName,CHUK YUEN VILLAGE
VillageName,WANG SHAN KEUK SAN TSUEN
VillageName,KI LUN TSUEN
VillageName,TSUNG PAK LONG
VillageName,MAPLE DRIVE
VillageName,HO SHEUNG HEUNG
VillageName,LIU POK 9TH LANE
VillageName,TSUNG YUEN
VillageName,MAN KOK VILLAGE
VillageName,CHUNG SUM TSUEN LANE NO.8
VillageName,WU KAU TANG SECTION II
VillageName,ON PO
VillageName,SHEK TSAI LENG
VillageName,NAM HANG MEI
VillageName,NAM CHUNG CHEUNG UK
VillageName,PO SHEUNG TSUEN LANE NO.17
VillageName,SHEUNG TAM SHUI HANG
VillageName,HA PAK TSUEN LANE NO.4
VillageName,TAI LUNG
VillageName,SAN UK LING 6TH LANE
VillageName,SHEUNG PAK TSUEN
VillageName,SAN UK LING
VillageName,KOP TONG
VillageName,PO KAT TSAI
VillageName,ON LOK TSUEN
VillageName,HANG TAU ROAD
VillageName,YIN LIU
VillageName,10TH STREET LING SHAN TSUEN
VillageName,PING YEUNG NEW VILLAGE
VillageName,SHAN TSUI TSUEN
VillageName,KWAN TEI NORTH TSUEN
VillageName,WO HOP SHEK SAN TSUEN
VillageName,NG CHOW ROAD
VillageName,HANG TAU TSUEN
VillageName,TUNG HING ROAD
VillageName,26TH LANE PO SHEUNG TSUEN
VillageName,28TH LANE PO SHEUNG TSUEN
VillageName,SHEK WU SAN TSUEN
VillageName,29TH LANE PO SHEUNG TSUEN
VillageName,1ST LANE SHEUNG PAK TSUEN
VillageName,MIDDLE SECTION SHEUNG SHUI WA SHAN
VillageName,KAU LUNG HANG TSUEN
VillageName,30TH LANE PO SHEUNG TSUEN
VillageName,LIU POK 12TH LANE
VillageName,LIU POK
VillageName,3RD LANE HA PAK TSUEN
VillageName,7TH LANE CHUNG SUM TSUEN
VillageName,FAN LENG WAI
VillageName,NEW 1ST LANE PO SHEUNG TSUEN
VillageName,TUNG FONG
VillageName,TIN PING SHAN TSUEN
VillageName,KWAN TEI WEST TSUEN
VillageName,PING CHE NEW VILLAGE
VillageName,1ST LANE WAI LOI TSUEN
VillageName,HA TAM SHUI HANG TSUEN
VillageName,9TH LANE PO SHEUNG TSUEN
VillageName,2ND LANE PO SHEUNG TSUEN
VillageName,8TH LANE TAI YUEN TSUEN
VillageName,9TH LANE TAI YUEN TSUEN
VillageName,3RD LANE HING YAN TSUEN
VillageName,2ND LANE HA PAK TSUEN
VillageName,6TH LANE MUN HAU TSUEN
VillageName,3RD LANE TAI TAU LENG
VillageName,9TH LANE LIU POK
VillageName,7TH LANE LIU POK
VillageName,5TH LANE LIU POK
VillageName,SECTION 1 WU KAU TANG
VillageName,LUK KENG
VillageName,SECTION 2 WU KAU TANG
VillageName,3RD LANE SHEUNG PAK TSUEN
VillageName,6TH LANE TAI YUEN TSUEN
VillageName,1ST LANE MUN HAU TSUEN
VillageName,8TH LANE TAI TAU LENG
VillageName,2ND LANE KAM TSIN
VillageName,6TH LANE KAM TSIN
VillageName,4TH LANE HING YAN TSUEN
VillageName,5TH LANE KAM TSIN
VillageName,4TH LANE WAI LOI TSUEN
VillageName,2ND LANE TAI YUEN TSUEN
VillageName,3RD LANE WAI LOI TSUEN
VillageName,1ST LANE LIU POK
VillageName,4TH LANE SAN UK LING
VillageName,4TH LANE TAI YUEN TSUEN
VillageName,5TH LANE WAI LOI TSUEN
VillageName,5TH LANE MUN HAU TSUEN
VillageName,11TH LANE PO SHEUNG TSUEN
VillageName,21ST LANE PO SHEUNG TSUEN
VillageName,16TH LANE PO SHEUNG TSUEN
VillageName,18TH LANE PO SHEUNG TSUEN
VillageName,5TH LANE TAI YUEN TSUEN
VillageName,3RD LANE KAM TSIN
VillageName,1ST LANE KAM TSIN
VillageName,2ND LANE TAI TAU LENG
VillageName,2ND LANE YIN KONG
VillageName,SECTION 3 WU KAU TANG
VillageName,3RD LANE PO SHEUNG TSUEN
VillageName,5TH LANE TAI TAU LENG
VillageName,2ND LANE WAI LOI TSUEN
VillageName,9TH LANE KAM TSIN
VillageName,4TH LANE KAM TSIN
VillageName,5TH LANE SAN UK LING
VillageName,4TH LANE TAI TAU LENG
VillageName,3RD LANE MUN HAU TSUEN
VillageName,10TH LANE PO SHEUNG TSUEN
VillageName,7TH LANE WAI LOI TSUEN
VillageName,1ST LANE CHUNG SUM TSUEN
VillageName,2ND LANE MUN HAU TSUEN
VillageName,8TH LANE KAM TSIN
VillageName,4TH LANE PO SHEUNG TSUEN
VillageName,7TH LANE PO SHEUNG TSUEN
VillageName,2ND LANE LIU POK
VillageName,15TH LANE PO SHEUNG TSUEN
VillageName,2ND LANE CHUNG SUM TSUEN
VillageName,4TH LANE HA PAK TSUEN
VillageName,8TH LANE MUN HAU TSUEN
VillageName,TSOI YUEN KOK TSUEN
VillageName,8TH LANE PO SHEUNG TSUEN
VillageName,3RD LANE SAN UK LING
VillageName,4TH LANE CHUNG SUM TSUEN
VillageName,13TH LANE KAM TSIN
VillageName,2ND LANE SHEUNG PAK TSUEN
VillageName,10TH LANE WAI LOI TSUEN
VillageName,5TH LANE HA PAK TSUEN
VillageName,5TH LANE PO SHEUNG TSUEN
VillageName,1ST LANE HING YAN TSUEN
VillageName,11TH LANE KAM TSIN
VillageName,SOUTH SECTION SHEUNG SHUI WA SHAN
VillageName,12TH LANE WAI LOI TSUEN
VillageName,7TH LANE MUN HAU TSUEN
VillageName,12TH LANE MUN HAU TSUEN
VillageName,11TH LANE WAI LOI TSUEN
VillageName,7TH LANE KAM TSIN
VillageName,10TH LANE MUN HAU TSUEN
VillageName,8TH LANE LIU POK
VillageName,LAU SHUI HEUNG
VillageName,11TH LANE MUN HAU TSUEN
VillageName,9TH LANE MUN HAU TSUEN
VillageName,HA PAK TSUEN
VillageName,5TH LANE YIN KONG
VillageName,KAU LUNG HANG
VillageName,12TH LANE PO SHEUNG TSUEN
VillageName,3RD LANE LIU POK
VillageName,10TH LANE LIU POK
VillageName,TAI HANG TSZ TONG TSUEN
VillageName,8TH LANE CHUNG SUM TSUEN
VillageName,6TH LANE LIU POK
VillageName,6TH LANE TAI TAU LENG
VillageName,HAM HANG MEI
VillageName,22ND LANE PO SHEUNG TSUEN
VillageName,MA SIK ROAD
VillageName,4TH LANE LIU POK
VillageName,TONG KOK
VillageName,1ST LANE HA PAK TSUEN
VillageName,8TH LANE WAI LOI TSUEN
VillageName,KO PO TSUEN
VillageName,1ST LANE YIN KONG
VillageName,TIN KWONG PO TSUEN
VillageName,KWONG FUK STREET
VillageName,HUNG LENG NORTH TSUEN
VillageName,CHUK YUEN
VillageName,6TH LANE PO SHEUNG TSUEN
VillageName,17TH LANE PO SHEUNG TSUEN
VillageName,1ST LANE TAI TAU LENG
VillageName,6TH LANE WAI LOI TSUEN
VillageName,12TH LANE KAM TSIN
VillageName,6TH LANE SAN UK LING
VillageName,1ST LANE SAN UK LING
VillageName,3RD LANE YIN KONG
VillageName,27TH LANE PO SHEUNG TSUEN
VillageName,7TH LANE TAI TAU LENG
VillageName,4TH LANE MUN HAU TSUEN
VillageName,7TH LANE TAI YUEN TSUEN
VillageName,4TH LANE YIN KONG
VillageName,TIN PING SHAN TSUEN SOUTH
VillageName,19TH LANE PO SHEUNG TSUEN
VillageName,24TH LANE PO SHEUNG TSUEN
VillageName,WO HOP SHEK TSUEN
VillageName,25TH LANE PO SHEUNG TSUEN
VillageName,31ST LANE PO SHEUNG TSUEN
VillageName,KWAN TEI EAST TSUEN
VillageName,1ST LANE TAI YUEN TSUEN
VillageName,5TH LANE CHUNG SUM TSUEN
VillageName,1ST LANE PO SHEUNG TSUEN
VillageName,4TH LANE SHEUNG PAK TSUEN
VillageName,10TH LANE KAM TSIN
VillageName,9TH LANE WAI LOI TSUEN
VillageName,YUEN LENG
VillageName,LIN MA HANG ROAD
VillageName,TAI PO TIN TSUEN
VillageName,11TH LANE LIU POK
VillageName,TIN KWONG PO
VillageName,SHEK WU SAN TSUEN EAST
VillageName,YUEN LENG TSUEN
VillageName,6TH LANE CHUNG SUM TSUEN
VillageName,HOK TAU VILLAGE
VillageName,TONG HANG TSUEN
VillageName,5TH LANE HING YAN TSUEN
VillageName,3RD LANE CHUNG SUM TSUEN
VillageName,KWAN TEI TSUEN
VillageName,3RD LANE TAI YUEN TSUEN
VillageName,2ND LANE HING YAN TSUEN
VillageName,2ND LANE SAN UK LING
VillageName,12TH LANE LIU POK
VillageName,KWAN TEI SAN TSUEN
VillageName,TIN PING SHAN TSUEN NORTH
VillageName,LUNG YEUK TAU
VillageName,TONG HANG TSUEN EAST
VillageName,THIRD STREET LING SHAN
VillageName,LIN TONG MEI TSOI YUEN
VillageName,NEW 1ST LANE TAI YUEN TSUEN
VillageName,HANG TAU VILLAGE
VillageName,KAU LUNG HANG LO WAI
VillageName,SAN WAI TSUEN
VillageName,14TH LANE KAM TSIN
VillageName,NAM WA PO
VillageName,LOI TUNG NORTH VILLAGE
VillageName,PO KAT TSAI TSUEN
VillageName,LO WU CAMP ROAD
VillageName,7TH LANE SAN UK LING
VillageName,14TH LANE PO SHEUNG TSUEN
VillageName,TA SHEK WU
VillageName,TAI TSENG WAI
VillageName,MONG TSENG WAI
VillageName,TIN SAM TSUEN
VillageName,KAU LUNG HANG SAN WAI
VillageName,MUK MIN SHAN
VillageName,TAI CHUNG HAU
VillageName,TAN CHEUNG
VillageName,NAM WAI
VillageName,KAP PIN LONG NEW VILLAGE
VillageName,TAI PO TSAI
VillageName,SUN ON TSUEN
VillageName,HUNG FA TSUEN
VillageName,PAK KONG AU
